"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.939604458e0,6.431169510e-1,-1.799947357e1,1.367117119e1,2.261184579e1
2.949637458e0,3.083125353e0,-1.777139282e1,1.343299007e1,2.248940389e1
2.959670458e0,5.404699802e0,-1.726974297e1,1.296277714e1,2.225956858e1
2.969702458e0,7.537345409e0,-1.653274345e1,1.229065800e1,2.193635011e1
2.979735458e0,9.427938461e0,-1.561645794e1,1.147017384e1,2.154819412e1
2.989768458e0,1.106390572e1,-1.457746887e1,1.055067539e1,2.112414163e1
2.999801458e0,1.244536114e1,-1.347845078e1,9.583744049e0,2.069791775e1
3.009834458e0,1.358994293e1,-1.236514950e1,8.603916168e0,2.028819471e1
3.019867458e0,1.453350735e1,-1.128501129e1,7.642324924e0,1.992434305e1
3.029900458e0,1.528654385e1,-1.026919270e1,6.724006176e0,1.960476984e1
3.039932458e0,1.589439201e1,-9.342280388e0,5.853065014e0,1.934342964e1
3.049965458e0,1.637704086e1,-8.520333290e0,5.039363861e0,1.913631979e1
